2357.4,1333.2,86.9,0.428954,0.429197,0.451544,0.451641,0,0.399228,low
3316.88,2989.62,178.75,0.666917,0.664823,0.714423,0.710967,0.2,0.676262,no
1939.2,1236.4,93.4,0.799119,0.799119,0.887373,0.887772,0.1,0.816438,no
5872.6,1923,158.3,0.555246,0.556997,0.633831,0.634759,0.4,0.467338,low
1103.6,890.5,94.6,0.968932,0.972816,0.958196,0.959064,0.4,0.931146,high
204,37.8,11,0.563636,0.619048,0.426966,0.484848,0.4,0.504902,high
930.8,333,71.7,1,1,0.986395,0.986395,0,0.986033,no
1418,170.3,56.1,0.845783,0.845783,0.911688,0.911688,0,0.861143,low
1545.4,943.3,79.5,0.767629,0.767485,0.826932,0.827174,0.1,0.774473,no
16,4,2,0.866667,0.8,0.866667,0.8,0,0.875,high
1399.22,444.333,62.1111,0.879928,0.893369,0.918945,0.922048,0,0.936155,high
650.1,413,29.5,0.7375,0.7375,0.801261,0.802703,0,0.744497,no
786.8,129.1,28.6,0.745355,0.745492,0.773182,0.773182,0,0.697769,no
8662.6,3888.5,305.7,0.292338,0.296238,0.361627,0.366248,0.3,0.541606,high
2971.4,1261,101.2,0.489377,0.493622,0.528204,0.53702,0.1,0.532162,high
1227.1,1874.1,92.1,0.777508,0.778183,0.809931,0.81044,0.1,0.731144,high
1541.5,1048.6,84,0.782609,0.785369,0.829977,0.830717,0.1,0.809113,high
1459.6,405.2,119.3,0.921444,0.914013,0.972229,0.969245,0,0.932518,high
3863.8,2462.6,173.9,0.633348,0.633456,0.740612,0.740645,0.1,0.649889,high
73.8,34.7,10.1,0.938462,0.938462,0.957894,0.957894,0,0.96206,no
1246.8,437.6,93.8,0.594902,0.566667,0.7954,0.782065,0,0.605134,no
749.4,184.5,55.1,0.898028,0.87484,0.962108,0.94946,0,0.913695,high
749.8,88.6,19.9,0.379397,0.403425,0.39372,0.408904,0.1,0.462382,low
156,38.8889,17.5556,0.995062,0.992593,0.987118,0.980676,0,0.974359,high
723.9,172.8,16,0.170545,0.162886,0.22042,0.215,0,0.287339,no
1444.3,964.5,73.5,0.619789,0.617571,0.693976,0.693571,0.5,0.62708,low
1466.5,83.3,9.9,0.0946178,0.0942121,0.173805,0.173143,1,0.117757,no
3349.7,192.3,13.8,0.122969,0.122814,0.0731858,0.0730354,0.1,0.131022,no
620.1,24.8,6,0.0361963,0.0353293,0.0519737,0.0512987,0.1,0.0627315,no
701.9,238.9,22.8,0.490263,0.490263,0.690207,0.690207,0.5,0.623002,no
560.1,11,2.1,0.0238727,0.023622,0.0373444,0.037037,0,0.03053,no
1256.6,309.7,18.7,0.119783,0.125229,0.265128,0.268246,0,0.198172,no
941.5,723.7,47.3,0.454115,0.457407,0.498864,0.499383,3.4,0.545277,no
354.3,14.3,4,0.139345,0.13492,0.205604,0.203846,0.7,0.154383,no
425.2,134.7,20.1,0.694231,0.694231,0.674219,0.676744,0,0.644649,no
10988.1,1324.7,218.4,0.392497,0.392989,0.377063,0.37731,0,0.31567,no
3240.5,206.4,13.3,0.158296,0.158708,0.0811032,0.0812808,0,0.141978,no
361.2,36.9,5.1,0.15,0.146341,0.155918,0.152941,0,0.135005,low
334.3,83.8,8.1,0.738,0.738,0.8575,0.8575,0,0.81153,no
2859.6,374.1,36.7,0.342029,0.342029,0.280533,0.280533,0.1,0.255903,no
579.7,28.1,6.1,0.0397042,0.0393333,0.0487293,0.0482517,0.1,0.0658954,no
762.8,34.4,5.8,0.15461,0.15461,0.214205,0.21105,0,0.160332,no
3133.1,180.2,16.4,0.126473,0.126016,0.232102,0.231445,0.4,0.167364,no
4613.3,1354.6,151.5,0.492078,0.493816,0.578744,0.578744,0,0.408313,no
940.2,745.5,45,0.445833,0.446502,0.481132,0.478125,1.6,0.544351,no
2968.1,138.3,18.3,0.0605565,0.0601626,0.02526,0.02526,0,0.0888111,no
293.4,118.6,12.5,0.502793,0.617284,0.603842,0.623264,0.3,0.578775,no
293,114.7,11.8,0.437438,0.635556,0.584685,0.659375,0.3,0.570626,high
3636,59,7.2,0.149035,0.148852,0.0217126,0.0216464,0,0.120737,no
652.2,28,5.1,0.170704,0.166942,0.236486,0.236486,0,0.16636,no
2528,19.5,4.5,0.00289487,0.00290077,0.00930834,0.0093204,0.4,0.00945411,no
415.2,165.5,20.6,0.664,0.644231,0.668421,0.645882,0.2,0.620187,high
12605.5,1075,188.7,0.701379,0.700728,0.803068,0.806757,0,0.371654,low
106.6,10.1,5.1,0.597058,0.583333,0.631476,0.616,0,0.616567,low
551.1,10.4,2.1,0.0252101,0.024,0.0392157,0.0375,0,0.0312097,no
1386,56.7,12.7,0.0562112,0.0555556,0.071134,0.0675676,0.1,0.0706656,high
4499.44,1284,144.889,0.498963,0.5,0.57961,0.57961,0.5,0.417365,no
3529,319.9,28.1,0.186433,0.185013,0.20291,0.201684,4.5,0.242165,no
1593.6,881.2,66.1,0.595153,0.596954,0.714179,0.715346,2.4,0.515318,low
4299,89.9,43.2,0.0908514,0.0907159,0.134583,0.13481,0,0.137986,no
2590.1,42.2,5.3,0.0439206,0.0443609,0.0209434,0.0211832,0.3,0.0347053,no
1139.1,18.2,3.7,0.0469361,0.0466926,0.0563584,0.0560345,0,0.0359932,no
4214,930.7,67.2,0.428456,0.427738,0.369445,0.368529,3.3,0.306232,no
701,7.4,7.4,0.103846,0.102273,0.0185185,0.0185185,0,0.0998573,no
1537.9,1244.1,79.4,?,?,?,?,0,0.588651,no
2567.4,41.2,8.1,0.215054,0.215607,0.260042,0.26032,0.1,0.231054,no
1309,375.5,26.2,0.308459,0.313258,0.424233,0.428521,0.1,0.329256,no
2778.8,120.3,12.3,0.185588,0.185398,0.17641,0.176149,2.9,0.203867,low
3015.2,210.6,16.5,0.115072,0.118272,0.219615,0.219208,0,0.1453,no
684,7.3,7.3,0.108,0.104651,0.0189274,0.0186916,0,0.102339,no
1451.5,100.9,9.5,0.0861505,0.085342,0.163848,0.162898,1.2,0.117524,no
620.4,340,22.9,0.680672,0.72973,0.844765,0.896552,0.1,0.752096,no
1761.7,74.2,26.1,0.125487,0.124,0.161386,0.160328,0,0.0967248,no
2944.3,195.1,14.5,0.139078,0.138808,0.263238,0.262443,0.2,0.179371,no
744,185.3,25,0.54976,0.565,0.58015,0.581111,0,0.561021,high
1844,63.9,8.9,0.00788436,0.00772201,0.00692042,0.00687285,0,0.0269523,no
654,7.1,7.1,0.111663,0.109756,0.0190476,0.0190476,0,0.107034,no
2870.1,112.9,37.9,0.108298,0.108899,0.173675,0.173675,0,0.225421,low
680.3,13.7,2.2,0.0237467,0.0232558,0.0395604,0.0392157,0,0.0254295,no
5029.9,2084.1,134.8,0.319825,0.320848,0.419842,0.420366,0.3,0.434599,low
667,23.8,5.8,0.442424,0.441176,0.499231,0.499231,0,0.354722,no
838.8,203.5,78.1,0.960526,0.961538,0.975572,0.97594,0,0.93121,high
886.7,358.6,30.9,0.237752,0.235042,0.368033,0.368033,1.3,0.315662,no
432.1,15.2,2.1,0.0653696,0.0643678,0.074216,0.0731958,0,0.055717,no
3449.4,1543.3,164.2,0.619643,0.61859,0.701379,0.701379,0,0.520156,no
7718.5,1933.2,271.2,0.434926,0.434622,0.442355,0.441267,0,0.438613,no
7678.2,1240.1,191.3,0.373659,0.373044,0.384139,0.382244,0,0.372517,no
301.1,46.7,13.6,0.7325,0.7375,0.85101,0.856061,0,0.85387,no
301,47.2,13.8,0.725,0.725,0.848485,0.848485,0,0.853489,no
3352.6,1541.7,152.4,0.60941,0.612081,0.718529,0.718529,0.3,0.523199,no
2863.2,335.5,41,0.360763,0.360763,0.270018,0.270018,0,0.380693,no
3205,204.7,12.8,0.160667,0.160667,0.0733066,0.0731079,0,0.140532,no
953.2,243.4,22.6,0.351752,0.349117,0.541168,0.541168,0.1,0.38282,no
3296,334.3,32.9,0.219429,0.220166,0.2394,0.241612,2.2,0.269266,no
3204.5,254.1,15.6,0.132564,0.131671,0.0890449,0.088853,0.1,0.137611,no
2681.3,71.9,13.8,0.147076,0.147076,0.24415,0.24415,0.5,0.19452,no
1196.1,86.9,10.7,0.0847826,0.0847826,0.167179,0.166667,0,0.112118,no
1091.1,45,9.7,0.155814,0.155725,0.189,0.195522,0,0.125734,no
2840.6,370.4,41.9,0.358789,0.361339,0.255452,0.26329,0,0.37925,high
4112,65.3,9.5,0.144042,0.143377,0.0194049,0.0210318,0,0.0937499,no
7880,1256.6,202.4,0.417785,0.417826,0.406676,0.406815,0.1,0.380785,no
686.8,37.2,7.2,0.0382979,0.0361446,0.0808824,0.0743243,0,0.0541642,no
2726.2,364.7,39.3,0.357023,0.357312,0.253376,0.253083,0,0.348948,low
3893,41,7.6,0.18622,0.18622,0.0196262,0.0196629,0,0.11793,no
2117.3,359.1,38.2,0.235948,0.235948,0.28287,0.275,0,0.278761,high
7878.4,1171.6,191.5,0.416306,0.416306,0.391056,0.391056,0,0.376948,no
2592.7,120.2,17.5,0.260998,0.260405,0.187238,0.187311,1.3,0.237548,low
2169.7,1980.1,126.2,?,?,?,?,0,0.647287,low
397,63.1,14.1,0.411765,0.409804,0.656934,0.646763,3,0.520655,no
2507,93.6,12.1,0.280922,0.274857,0.151589,0.149608,2.6,0.232995,no
338.4,66.4,10.9,0.375865,0.373529,0.544227,0.558209,0,0.44172,no
6745.7,865.8,146.9,0.378958,0.378958,0.354167,0.354167,0,0.338755,no
